Num,Lat_index,Lon_index,Lat,Lon,clustering_7
325,190,131,48.8125,-108.5625,6
326,190,132,48.8125,-108.4375,6
327,190,133,48.8125,-108.3125,6
328,190,134,48.8125,-108.1875,5
329,190,135,48.8125,-108.0625,5
330,190,136,48.8125,-107.9375,5
331,190,137,48.8125,-107.8125,5
332,190,138,48.8125,-107.6875,5
333,190,139,48.8125,-107.5625,5
334,190,140,48.8125,-107.4375,5
335,190,141,48.8125,-107.3125,5
336,190,142,48.8125,-107.1875,5
337,190,143,48.8125,-107.0625,5
338,190,144,48.8125,-106.9375,5
339,190,145,48.8125,-106.8125,5
340,190,146,48.8125,-106.6875,5
341,190,147,48.8125,-106.5625,5
342,190,148,48.8125,-106.4375,6
343,190,149,48.8125,-106.3125,6
344,190,150,48.8125,-106.1875,5
345,190,151,48.8125,-106.0625,5
346,190,152,48.8125,-105.9375,5
347,190,153,48.8125,-105.8125,5
348,190,154,48.8125,-105.6875,7
349,190,155,48.8125,-105.5625,7
350,190,156,48.8125,-105.4375,6
351,190,157,48.8125,-105.3125,6
352,190,158,48.8125,-105.1875,6
353,190,159,48.8125,-105.0625,7
354,190,160,48.8125,-104.9375,7
355,190,161,48.8125,-104.8125,7
356,190,162,48.8125,-104.6875,6
357,190,163,48.8125,-104.5625,6
358,190,164,48.8125,-104.4375,6
359,190,165,48.8125,-104.3125,6
360,190,166,48.8125,-104.1875,6
361,190,167,48.8125,-104.0625,6
362,190,168,48.8125,-103.9375,6
363,190,169,48.8125,-103.8125,6
364,190,170,48.8125,-103.6875,6
365,190,171,48.8125,-103.5625,6
366,190,172,48.8125,-103.4375,6
367,190,173,48.8125,-103.3125,6
368,190,174,48.8125,-103.1875,6
369,190,175,48.8125,-103.0625,6
370,190,176,48.8125,-102.9375,6
371,190,177,48.8125,-102.8125,6
372,190,178,48.8125,-102.6875,6
373,190,179,48.8125,-102.5625,6
374,190,180,48.8125,-102.4375,6
375,190,181,48.8125,-102.3125,6
376,190,182,48.8125,-102.1875,6
377,190,183,48.8125,-102.0625,6
378,190,184,48.8125,-101.9375,6
379,190,185,48.8125,-101.8125,6
380,190,186,48.8125,-101.6875,6
381,190,187,48.8125,-101.5625,6
382,190,188,48.8125,-101.4375,6
383,190,189,48.8125,-101.3125,6
384,190,190,48.8125,-101.1875,6
385,190,191,48.8125,-101.0625,6
386,190,192,48.8125,-100.9375,6
387,190,193,48.8125,-100.8125,6
388,190,194,48.8125,-100.6875,6
389,190,195,48.8125,-100.5625,6
390,190,196,48.8125,-100.4375,6
391,190,197,48.8125,-100.3125,6
392,190,198,48.8125,-100.1875,6
393,190,199,48.8125,-100.0625,6
394,190,200,48.8125,-99.9375,6
395,190,201,48.8125,-99.8125,6
396,190,202,48.8125,-99.6875,6
397,190,203,48.8125,-99.5625,6
398,190,204,48.8125,-99.4375,6
399,190,205,48.8125,-99.3125,6
400,190,206,48.8125,-99.1875,6
401,190,207,48.8125,-99.0625,6
402,190,208,48.8125,-98.9375,6
403,190,209,48.8125,-98.8125,6
404,190,210,48.8125,-98.6875,6
405,190,211,48.8125,-98.5625,6
406,190,212,48.8125,-98.4375,6
407,190,213,48.8125,-98.3125,6
408,190,214,48.8125,-98.1875,6
409,190,215,48.8125,-98.0625,6
410,190,216,48.8125,-97.9375,6
411,190,217,48.8125,-97.8125,6
412,190,218,48.8125,-97.6875,6
413,190,219,48.8125,-97.5625,6
414,190,220,48.8125,-97.4375,6
415,190,221,48.8125,-97.3125,6
416,190,222,48.8125,-97.1875,6
417,190,223,48.8125,-97.0625,6
418,190,224,48.8125,-96.9375,6
419,190,225,48.8125,-96.8125,6
420,190,226,48.8125,-96.6875,6
421,190,227,48.8125,-96.5625,6
422,190,228,48.8125,-96.4375,6
423,190,229,48.8125,-96.3125,6
424,190,230,48.8125,-96.1875,6
425,190,231,48.8125,-96.0625,6
426,190,232,48.8125,-95.9375,6
427,190,233,48.8125,-95.8125,6
428,190,234,48.8125,-95.6875,6
429,190,235,48.8125,-95.5625,6
430,190,236,48.8125,-95.4375,6
431,190,237,48.8125,-95.3125,6
432,190,238,48.8125,-95.1875,7
433,190,239,48.8125,-95.0625,7
434,190,240,48.8125,-94.9375,6
435,189,20,48.6875,-122.4375,2
436,189,21,48.6875,-122.3125,2
437,189,22,48.6875,-122.1875,2
438,189,23,48.6875,-122.0625,2
439,189,24,48.6875,-121.9375,2
440,189,25,48.6875,-121.8125,2
441,189,27,48.6875,-121.5625,2
442,189,28,48.6875,-121.4375,2
443,189,29,48.6875,-121.3125,2
444,189,30,48.6875,-121.1875,2
445,189,31,48.6875,-121.0625,2
446,189,32,48.6875,-120.9375,2
447,189,33,48.6875,-120.8125,2
448,189,34,48.6875,-120.6875,2
449,189,35,48.6875,-120.5625,2
450,189,36,48.6875,-120.4375,2
451,189,37,48.6875,-120.3125,2
452,189,38,48.6875,-120.1875,2
453,189,39,48.6875,-120.0625,2
454,189,40,48.6875,-119.9375,2
455,189,41,48.6875,-119.8125,2
456,189,42,48.6875,-119.6875,2
457,189,43,48.6875,-119.5625,4
458,189,44,48.6875,-119.4375,4
459,189,45,48.6875,-119.3125,4
460,189,46,48.6875,-119.1875,2
461,189,47,48.6875,-119.0625,2
462,189,48,48.6875,-118.9375,2
463,189,49,48.6875,-118.8125,2
464,189,50,48.6875,-118.6875,2
465,189,51,48.6875,-118.5625,2
466,189,52,48.6875,-118.4375,2
467,189,53,48.6875,-118.3125,2
468,189,54,48.6875,-118.1875,2
469,189,56,48.6875,-117.9375,2
470,189,57,48.6875,-117.8125,2
471,189,58,48.6875,-117.6875,2
472,189,59,48.6875,-117.5625,2
473,189,60,48.6875,-117.4375,2
474,189,61,48.6875,-117.3125,2
475,189,62,48.6875,-117.1875,2
476,189,63,48.6875,-117.0625,2
477,189,64,48.6875,-116.9375,2
478,189,65,48.6875,-116.8125,2
479,189,66,48.6875,-116.6875,2
480,189,67,48.6875,-116.5625,2
481,189,68,48.6875,-116.4375,2
482,189,69,48.6875,-116.3125,2
483,189,70,48.6875,-116.1875,2
484,189,71,48.6875,-116.0625,2
485,189,72,48.6875,-115.9375,2
486,189,73,48.6875,-115.8125,2
487,189,74,48.6875,-115.6875,2
488,189,75,48.6875,-115.5625,2
489,189,76,48.6875,-115.4375,2
490,189,78,48.6875,-115.1875,2
491,189,79,48.6875,-115.0625,2
492,189,80,48.6875,-114.9375,2
493,189,81,48.6875,-114.8125,2
494,189,82,48.6875,-114.6875,2
495,189,83,48.6875,-114.5625,2
496,189,84,48.6875,-114.4375,2
497,189,85,48.6875,-114.3125,2
498,189,86,48.6875,-114.1875,2
499,189,87,48.6875,-114.0625,2
500,189,88,48.6875,-113.9375,2
501,189,89,48.6875,-113.8125,2
502,189,90,48.6875,-113.6875,2
503,189,91,48.6875,-113.5625,2
504,189,92,48.6875,-113.4375,2
505,189,93,48.6875,-113.3125,4
506,189,94,48.6875,-113.1875,4
507,189,95,48.6875,-113.0625,4
508,189,96,48.6875,-112.9375,4
509,189,97,48.6875,-112.8125,4
510,189,98,48.6875,-112.6875,4
511,189,99,48.6875,-112.5625,4
512,189,100,48.6875,-112.4375,6
513,189,101,48.6875,-112.3125,6
514,189,102,48.6875,-112.1875,4
515,189,103,48.6875,-112.0625,6
516,189,104,48.6875,-111.9375,6
517,189,105,48.6875,-111.8125,6
518,189,106,48.6875,-111.6875,6
519,189,107,48.6875,-111.5625,6
520,189,108,48.6875,-111.4375,6
521,189,109,48.6875,-111.3125,6
522,189,110,48.6875,-111.1875,6
523,189,111,48.6875,-111.0625,6
524,189,112,48.6875,-110.9375,6
525,189,113,48.6875,-110.8125,6
526,189,114,48.6875,-110.6875,6
527,189,115,48.6875,-110.5625,6
528,189,116,48.6875,-110.4375,6
529,189,117,48.6875,-110.3125,6
530,189,118,48.6875,-110.1875,6
531,189,120,48.6875,-109.9375,6
532,189,121,48.6875,-109.8125,6
533,189,122,48.6875,-109.6875,6
534,189,123,48.6875,-109.5625,6
535,189,124,48.6875,-109.4375,5
536,189,125,48.6875,-109.3125,5
537,189,126,48.6875,-109.1875,5
538,189,127,48.6875,-109.0625,5
539,189,128,48.6875,-108.9375,5
540,189,129,48.6875,-108.8125,5
541,189,130,48.6875,-108.6875,5
542,189,131,48.6875,-108.5625,6
543,189,132,48.6875,-108.4375,5
544,189,133,48.6875,-108.3125,5
545,189,134,48.6875,-108.1875,5
546,189,135,48.6875,-108.0625,5
547,189,136,48.6875,-107.9375,5
548,189,137,48.6875,-107.8125,5
549,189,138,48.6875,-107.6875,5
550,189,139,48.6875,-107.5625,5
551,189,140,48.6875,-107.4375,5
552,189,141,48.6875,-107.3125,5
553,189,142,48.6875,-107.1875,5
554,189,143,48.6875,-107.0625,5
555,189,144,48.6875,-106.9375,5
556,189,145,48.6875,-106.8125,5
557,189,146,48.6875,-106.6875,5
558,189,147,48.6875,-106.5625,5
559,189,148,48.6875,-106.4375,6
560,189,149,48.6875,-106.3125,6
561,189,150,48.6875,-106.1875,6
562,189,151,48.6875,-106.0625,6
563,189,152,48.6875,-105.9375,5
564,189,153,48.6875,-105.8125,5
565,189,154,48.6875,-105.6875,5
566,189,155,48.6875,-105.5625,5
567,189,156,48.6875,-105.4375,7
568,189,157,48.6875,-105.3125,7
569,189,158,48.6875,-105.1875,6
570,189,159,48.6875,-105.0625,6
571,189,160,48.6875,-104.9375,7
572,189,161,48.6875,-104.8125,7
573,189,162,48.6875,-104.6875,7
574,189,163,48.6875,-104.5625,7
575,189,164,48.6875,-104.4375,6
576,189,165,48.6875,-104.3125,6
577,189,166,48.6875,-104.1875,6
578,189,167,48.6875,-104.0625,6
579,189,168,48.6875,-103.9375,6
580,189,169,48.6875,-103.8125,6
581,189,170,48.6875,-103.6875,6
582,189,171,48.6875,-103.5625,6
583,189,172,48.6875,-103.4375,6
584,189,173,48.6875,-103.3125,6
585,189,174,48.6875,-103.1875,6
586,189,175,48.6875,-103.0625,6
587,189,176,48.6875,-102.9375,6
588,189,177,48.6875,-102.8125,6
589,189,178,48.6875,-102.6875,6
590,189,179,48.6875,-102.5625,6
591,189,180,48.6875,-102.4375,6
592,189,181,48.6875,-102.3125,6
593,189,182,48.6875,-102.1875,6
594,189,183,48.6875,-102.0625,6
595,189,184,48.6875,-101.9375,6
596,189,185,48.6875,-101.8125,6
597,189,186,48.6875,-101.6875,6
598,189,187,48.6875,-101.5625,6
599,189,188,48.6875,-101.4375,6
600,189,189,48.6875,-101.3125,6
601,189,190,48.6875,-101.1875,6
602,189,191,48.6875,-101.0625,6
603,189,192,48.6875,-100.9375,6
604,189,193,48.6875,-100.8125,6
605,189,194,48.6875,-100.6875,6
606,189,195,48.6875,-100.5625,6
607,189,196,48.6875,-100.4375,6
608,189,197,48.6875,-100.3125,6
609,189,198,48.6875,-100.1875,6
610,189,199,48.6875,-100.0625,6
611,189,200,48.6875,-99.9375,6
612,189,201,48.6875,-99.8125,6
613,189,202,48.6875,-99.6875,6
614,189,203,48.6875,-99.5625,6
615,189,204,48.6875,-99.4375,6
616,189,205,48.6875,-99.3125,6
617,189,206,48.6875,-99.1875,6
618,189,207,48.6875,-99.0625,6
619,189,208,48.6875,-98.9375,6
620,189,209,48.6875,-98.8125,6
621,189,210,48.6875,-98.6875,6
622,189,211,48.6875,-98.5625,6
623,189,212,48.6875,-98.4375,6
624,189,213,48.6875,-98.3125,6
625,189,214,48.6875,-98.1875,6
626,189,215,48.6875,-98.0625,6
627,189,216,48.6875,-97.9375,6
628,189,217,48.6875,-97.8125,6
629,189,218,48.6875,-97.6875,6
630,189,219,48.6875,-97.5625,6
631,189,220,48.6875,-97.4375,6
632,189,221,48.6875,-97.3125,6
633,189,222,48.6875,-97.1875,6
634,189,223,48.6875,-97.0625,6
635,189,224,48.6875,-96.9375,6
636,189,225,48.6875,-96.8125,6
637,189,226,48.6875,-96.6875,6
638,189,227,48.6875,-96.5625,6
639,189,228,48.6875,-96.4375,6
640,189,229,48.6875,-96.3125,6
641,189,230,48.6875,-96.1875,6
642,189,231,48.6875,-96.0625,6
643,189,232,48.6875,-95.9375,6
644,189,233,48.6875,-95.8125,6
645,189,234,48.6875,-95.6875,6
646,189,235,48.6875,-95.5625,6
647,189,236,48.6875,-95.4375,1
648,189,237,48.6875,-95.3125,1
649,189,238,48.6875,-95.1875,7
650,189,239,48.6875,-95.0625,7
651,189,240,48.6875,-94.9375,7
652,189,241,48.6875,-94.8125,7
653,189,242,48.6875,-94.6875,6
654,189,243,48.6875,-94.5625,6
655,189,244,48.6875,-94.4375,7
656,189,245,48.6875,-94.3125,7
657,188,15,48.5625,-123.0625,2
658,188,16,48.5625,-122.9375,2
659,188,20,48.5625,-122.4375,1
660,188,21,48.5625,-122.3125,2
661,188,22,48.5625,-122.1875,2
662,188,23,48.5625,-122.0625,2
663,188,24,48.5625,-121.9375,2
664,188,25,48.5625,-121.8125,2
665,188,27,48.5625,-121.5625,2
666,188,28,48.5625,-121.4375,2
667,188,29,48.5625,-121.3125,2
668,188,30,48.5625,-121.1875,2
669,188,32,48.5625,-120.9375,2
670,188,33,48.5625,-120.8125,2
671,188,34,48.5625,-120.6875,2
672,188,35,48.5625,-120.5625,2
673,188,36,48.5625,-120.4375,2
674,188,37,48.5625,-120.3125,2
675,188,38,48.5625,-120.1875,2
676,188,39,48.5625,-120.0625,2
677,188,40,48.5625,-119.9375,2
678,188,41,48.5625,-119.8125,2
679,188,42,48.5625,-119.6875,2
680,188,43,48.5625,-119.5625,4
681,188,44,48.5625,-119.4375,4
682,188,45,48.5625,-119.3125,4
683,188,46,48.5625,-119.1875,2
684,188,47,48.5625,-119.0625,2
685,188,48,48.5625,-118.9375,2
686,188,49,48.5625,-118.8125,2
687,188,50,48.5625,-118.6875,2
688,188,51,48.5625,-118.5625,2
689,188,52,48.5625,-118.4375,2
690,188,53,48.5625,-118.3125,2
691,188,55,48.5625,-118.0625,2
692,188,56,48.5625,-117.9375,2
693,188,57,48.5625,-117.8125,2
694,188,58,48.5625,-117.6875,2
695,188,59,48.5625,-117.5625,2
696,188,60,48.5625,-117.4375,2
697,188,61,48.5625,-117.3125,2
698,188,62,48.5625,-117.1875,2
699,188,63,48.5625,-117.0625,2
700,188,66,48.5625,-116.6875,2
701,188,67,48.5625,-116.5625,2
702,188,68,48.5625,-116.4375,2
703,188,69,48.5625,-116.3125,2
704,188,70,48.5625,-116.1875,2
705,188,71,48.5625,-116.0625,2
706,188,72,48.5625,-115.9375,2
707,188,73,48.5625,-115.8125,2
708,188,74,48.5625,-115.6875,2
709,188,75,48.5625,-115.5625,2
710,188,76,48.5625,-115.4375,2
711,188,77,48.5625,-115.3125,2
712,188,78,48.5625,-115.1875,2
713,188,79,48.5625,-115.0625,2
714,188,80,48.5625,-114.9375,2
715,188,81,48.5625,-114.8125,2
716,188,82,48.5625,-114.6875,2
717,188,83,48.5625,-114.5625,2
718,188,84,48.5625,-114.4375,2
719,188,85,48.5625,-114.3125,2
720,188,86,48.5625,-114.1875,2
721,188,87,48.5625,-114.0625,2
722,188,89,48.5625,-113.8125,2
723,188,90,48.5625,-113.6875,2
724,188,91,48.5625,-113.5625,2
725,188,92,48.5625,-113.4375,2
726,188,93,48.5625,-113.3125,4
727,188,94,48.5625,-113.1875,4
728,188,95,48.5625,-113.0625,4
729,188,96,48.5625,-112.9375,4
730,188,97,48.5625,-112.8125,4
731,188,98,48.5625,-112.6875,4
732,188,99,48.5625,-112.5625,4
733,188,100,48.5625,-112.4375,4
